"country","mim15-19kc","mim20-24kc","mim25-29kc","mim30-34kc","mim35-39kc","mim40-44kc","mim45-49kc","mom15-19kc","mom20-24kc","mom25-29kc","mom30-34kc","mom35-39kc","mom40-44kc","mom45-49kc","mum15-19kc","mum20-24kc","mum25-29kc","mum30-34kc","mum35-39kc","mum40-44kc","mum45-49kc","mim20-44kc_old","mim45-49kc_old","mom45-49kc_old","mum20-44kc_old","mum45-49kc_old"
"Afghanistan",64.679605705988,101.685300879027,171.076357886215,255.603776417591,336.590631198069,398.317458622824,439.495348081768,69.2760131196381,123.913362759831,224.07688941168,346.940737315973,464.31729541654,551.995440986482,607.050251213665,69.2760131196381,122.407239160996,215.167506246176,325.463366451589,427.818587057873,502.13910068462,548.25088654578,252.654705000745,439.495348081768,607.050251213665,318.599159920251,548.25088654578
"Albania",8.46513786099329,10.6856665055575,16.6060702631156,26.0437469930076,39.4815101207817,56.0608705628183,74.2629922720323,9.397684580263,13.4862083890901,21.7615452553276,33.9685406804124,52.2036286839939,76.5589881539625,105.571061682922,9.397684580263,13.3492712493403,20.9037418111888,31.6252518907021,46.8603473501086,65.9729674013641,87.5071786979122,29.7755728890561,74.2629922720323,105.571061682922,35.7423159405408,87.5071786979122
"Algeria",23.8627039508959,29.0726214362551,39.5487533487218,54.3669092506243,73.0340734773477,97.1995047569716,130.160133657324,24.4114625221887,31.4549330361254,44.7240960028072,64.1622570059643,90.7943205645147,128.454846800863,182.675775939825,24.4114625221887,31.3307412342437,43.8270448448572,61.4792211158024,84.3687308326314,114.833690932432,156.912876723083,58.6443724539841,130.160133657324,182.675775939825,67.1678857919934,156.912876723083
"Angola",90.7876951705792,151.806472514992,250.11641814632,355.031229128377,440.814898557144,494.8188452856,515.762999117642,97.8152974757659,186.256163415504,327.074955828406,476.674609980538,595.212146099257,664.738438022625,688.255757467689,97.8152974757659,183.84003079301,314.553160339348,450.676340593609,556.553776437608,616.914571225323,635.009536147409,338.517572726487,515.762999117642,688.255757467689,424.50757587778,635.009536147409
"Antigua and Barbuda",6.38117620673868,8.59508734422522,12.518390558031,18.0982216024049,25.2359633446343,34.5027347917382,46.5399409547091,6.85800786427945,10.4147838254946,15.9973712920183,23.9007588002044,34.5507794970428,49.063097610445,68.3653513875056,6.85800786427945,10.2700124374207,15.2065537394071,21.7384080885143,29.5780821992101,39.2609257303468,51.5096229857285,19.7900795282067,46.5399409547091,68.3653513875056,23.2107964389798,51.5096229857285
"Argentina",12.2246008705625,15.9173738411241,21.749128299076,29.6157708198548,39.3621878918538,50.2805471752604,61.9521258810046,12.6504981180659,17.6834690083924,25.4422525427038,36.3241486092229,51.3788901776978,70.9803044565265,94.8054032044591,12.6504981180659,17.5350499122715,24.5860294376378,33.8610266223304,45.3316206838011,58.2256765278357,72.0203587467889,31.3850016054338,61.9521258810046,94.8054032044591,35.9078806367753,72.0203587467889
"Armenia",12.184858171549,16.9001231654044,27.5668926493519,42.0216097345829,59.2454141248256,80.1036091892096,99.1913889529717,12.7025015401391,19.1367418761395,32.3813297078512,49.9215328984537,72.1014228277258,102.108105562133,132.404959635399,12.7025015401391,19.0184200993973,31.5527735770255,47.5610266126676,66.7042998805914,91.6130680000498,115.379896554211,45.1675297726748,99.1913889529717,132.404959635399,51.2899176339463,115.379896554211
"Aruba",14.9588609366724,18.0040700477433,23.6613688272452,30.5996889750205,36.3168259984323,39.9796249634117,43.2870493995283,15.4141876791698,19.8254752472292,27.4322377679628,37.2328286553982,46.8306433535755,55.5811318049903,65.8074871376747,15.4141876791698,19.6818406252893,26.5781276362667,34.9240497260139,41.9484945460055,46.5910520982404,50.7234159886392,29.7123157623706,43.2870493995283,65.8074871376747,33.9447129263631,50.7234159886392
"Australia",3.42538960877363,3.99559094655482,5.15477614997088,6.99047522316098,9.3560098578312,11.7562777529525,14.3557168981907,3.53416616059112,4.43414228343004,6.03260959702361,8.59890549460014,12.3940785125042,17.3785974019224,24.3930963251767,3.53416616059112,4.39886116914778,5.83601133864011,8.05600357965379,10.9881498205879,14.0474449948904,17.3286611441507,7.45062598609409,14.3557168981907,24.3930963251767,8.66529418058399,17.3286611441507
"Austria",3.35373351123654,3.67852748176596,4.52819183631758,5.93417358504178,7.67432269907737,9.78019664013008,12.6217484060376,3.45232695587147,4.06991563804455,5.3131148924658,7.39509780524751,10.4616345051227,15.1607214403232,22.4039191822664,3.45232695587147,4.04288016294355,5.14762262022819,6.89018007446757,9.06990611718676,11.6941473517874,15.0885010645767,6.31908244846655,12.6217484060376,22.4039191822664,7.36894726532269,15.0885010645767
"Azerbaijan",28.5442918435942,41.7174557004147,61.3566958031523,84.815766809947,113.64640458644,150.436040008582,187.974013096192,29.4324143668922,45.4793155118182,70.2219707073357,101.565224868249,141.869098173437,193.399901547454,248.913202156119,29.4324143668922,45.2387160586358,68.6309870716941,97.3727496134898,133.552988367155,178.983934351914,226.797105959599,90.3944725817071,187.974013096192,248.913202156119,104.755875092578,226.797105959599
"Bahamas",7.19003822126249,9.76653629414004,14.0073372202157,18.9836041821018,25.3399657617484,33.4116939788623,42.1123216026365,7.44764648567308,10.9876812090756,17.0901671577434,25.2856943962612,37.9188428062093,56.9615548651442,81.9471758875731,7.44764648567308,10.8543982102956,16.131641334481,22.236090332521,29.921229153427,39.591157040709,50.1180748135868,20.3018274874136,42.1123216026365,81.9471758875731,23.7469032142867,50.1180748135868
"Bahrain",6.65476248264691,8.14882395176613,11.0454860879356,15.5023480578611,21.7336496440543,29.948732080561,41.8033671285632,6.93488791711768,9.38456679578694,13.9252517726022,20.9598576454987,31.1232627401224,45.5024349500519,67.0844236571718,6.93488791711768,9.31382062903139,13.3854871610917,19.2947697054544,27.1374459438257,37.0954229780211,50.8863169506988,17.2758079644356,41.8033671285632,67.0844236571718,21.2453892834848,50.8863169506988
"Bangladesh",37.24526856736,53.9670728546715,81.9787121618959,119.04357731031,166.196758679192,224.24172394595,289.139631674029,39.1037186886242,62.8832291525605,103.984392053857,161.625127323545,237.601375812279,330.664608662378,430.519197139931,39.1037186886242,62.1384446741427,99.3473259564226,149.406350453235,214.017549457057,293.234187636802,379.818648066198,129.085568990404,289.139631674029,430.519197139931,163.628771635532,379.818648066198
"Barbados",11.4652861917794,13.9732921509386,17.6336824887733,21.5247805550762,24.7429470382559,27.2876796579122,30.0538878569446,11.9615421355823,15.9466179419719,21.5614801939979,27.9996967638516,34.6762010861617,41.9919782806736,51.5530815621561,11.9615421355823,15.7689702259097,20.5752577625751,25.4886967456837,29.5297217117353,32.6872761366259,36.069122437745,21.0324763781912,30.0538878569446,51.5530815621561,24.8099845165059,36.069122437745
"Belarus",3.15907785747907,4.20625742461434,6.76956876801877,11.0917986060785,17.4508507002082,24.165315731572,29.847086949967,3.31534506614377,4.90556328385132,8.55905030249905,14.9730394873309,25.0921320787505,38.5789953918612,55.8956303061964,3.31534506614377,4.85087109613417,8.14937597673881,13.5901978268582,21.348642149848,29.4271093225855,36.1368305070093,12.7367582460984,29.847086949967,55.8956303061964,15.4732392744329,36.1368305070093
"Belgium",3.20080464877723,3.66004455930451,4.70465125357205,6.49430787684341,8.58718514772287,10.8152005541218,13.7443908693005,3.3161595715667,4.13414108031051,5.63443575453163,8.25776223266664,11.7756822104584,16.394519045522,23.4549275722669,3.3161595715667,4.10409681780405,5.45896966126711,7.73515534042638,10.405359837793,13.1396195175962,16.4836745148927,6.85227787831292,13.7443908693005,23.4549275722669,8.16864023497735,16.4836745148927
"Belize",15.4931978303369,21.2500344866608,30.9222795649306,43.7496529389584,59.9792404077209,80.9131442962715,105.109805456854,16.0062476449858,23.5499571182744,36.4667690124182,55.571700921739,84.279729049693,127.47647709305,183.606574113549,16.0062476449858,23.3273238099774,34.8878613353578,50.0880509306209,69.3201708931047,94.7058035406048,124.76772563528,47.3628703389084,105.109805456854,183.606574113549,54.4658421019331,124.76772563528
"Benin",75.6153493727674,108.513819919754,171.018111509419,240.101257392721,298.889402381907,345.036837497857,379.6830095035,87.124452886413,146.448831579726,252.908481614846,369.981523315009,470.848593675589,550.107605867303,605.92245870403,87.124452886413,143.877474035095,238.713231481948,338.890783790668,421.548022979349,483.913520121965,527.528304602963,232.711885740332,379.6830095035,605.92245870403,325.388606481805,527.528304602963
"Bhutan",28.7557525555544,38.2918878220816,59.1500988043679,91.0661554600633,130.448676256789,176.451258634884,227.160683506092,29.8383884829048,43.5067190263088,72.9582970601957,120.495522493691,191.45874633416,286.259507663777,387.491992387075,29.8383884829048,43.0569666154013,69.724454862068,111.039244227769,170.277270600044,246.100623101866,325.72777000978,99.0816153956371,227.160683506092,387.491992387075,128.03971188143,325.72777000978
"Bolivia",34.2320537489425,46.8573902624735,70.9282168841021,104.544785957738,147.538321550271,197.19072503745,248.787071324716,39.334994018856,68.1010398296884,115.382027018281,178.488335363176,257.562230387058,347.30301746228,436.21975444565,39.334994018856,66.6940157607906,108.10260879287,161.700259142108,227.238102444327,300.124949804027,372.165883039438,113.411887938407,248.787071324716,436.21975444565,172.771987188825,372.165883039438
"Bosnia & Herzegovina",6.53301788113351,7.73140966537364,10.3970965678357,14.0992568032413,18.589324123574,25.0645816184325,32.1369600186443,6.67804941223768,8.31688966099134,11.7277715101935,16.9738936316764,24.1891999803913,34.7620319602039,48.1515647291441,6.67804941223768,8.28066280773383,11.4787095895016,16.0337995679565,21.5170969734423,29.0335091453358,37.3909939005783,15.1763337556914,32.1369600186443,48.1515647291441,17.268755616794,37.3909939005783
"Botswana",35.7806388737695,48.980464934238,74.3466437887327,106.636653970698,130.965301619622,134.647432446378,125.192520495609,37.6214289231609,56.9137461980546,93.2317037764083,144.320496975571,192.44206538183,218.244652458791,231.751379641062,37.6214289231609,56.4973587389807,90.6057361402226,136.235834223489,173.850337992012,183.701905984611,173.256726624781,99.1152993519338,125.192520495609,231.751379641062,128.178234615863,173.256726624781
"Brazil",15.7510156428489,20.6613133115186,29.5403798667443,42.9198025663231,59.5943138691493,79.5381412813427,104.868176390703,16.3293067719137,23.1041524048139,35.068588813611,53.8926117911311,79.6776063268915,113.151617559498,156.454180681974,16.3293067719137,22.8936443350264,33.8490364070054,50.2085144123103,70.3890156071053,94.024757147735,123.626338229584,46.4507901790156,104.868176390703,156.454180681974,54.2729935818365,123.626338229584
"Brunei Darussalam",8.6470648593598,9.93944261423428,12.8040728731882,17.1153069749357,21.3044000496328,25.0204462978248,29.2684997607849,9.00966616697116,11.2565266419524,15.343138338859,21.9089039614444,29.983999648002,40.6875836089626,56.5698218219514,9.00966616697116,11.1544021315698,14.7347903447074,20.053052210441,25.3144062738534,30.1564982083077,35.7859221525895,17.2367337619632,29.2684997607849,56.5698218219514,20.2826298337759,35.7859221525895
"Bulgaria",7.87778132112475,9.87828847694342,12.9964526347418,17.502205058418,22.73809849559,27.4442789497797,30.4524334759523,8.18907862773948,11.151967450944,15.5886809968662,22.2512132390249,31.4903692226306,43.0784174422792,55.7122558152873,8.18907862773948,11.0404227112054,14.9610362505857,20.4829718409897,27.1886255826356,33.6621511996578,38.0643052969176,18.1118647230946,30.4524334759523,55.7122558152873,21.4670415170148,38.0643052969176
"Burkina Faso",88.6467327111871,138.458953264057,216.053042697138,294.074431133725,358.537288009073,407.271802584738,438.430434057518,101.865706882668,201.78023987367,351.505952811239,491.652218484719,595.370425661396,662.282001499074,694.324884184037,101.865706882668,198.26531499879,333.872625643345,457.825069764148,549.155661674155,608.181552790339,636.935348583891,282.879103537746,438.430434057518,694.324884184037,429.460044974155,636.935348583891
"Burundi",51.6411029391145,75.7717070248667,129.627084822743,203.215276792347,278.380207631273,340.937928405431,381.30329997458,56.8494629903506,96.0425850061582,186.452923332516,313.885053554293,439.351749778725,534.663845868247,591.606237618941,56.8494629903506,94.2493362402341,173.293889978572,280.248787487915,386.256341002816,469.006473511417,517.632416779311,205.586440935332,381.30329997458,591.606237618941,280.610965644191,517.632416779311
"Cambodia",32.1223897127118,47.8163724535321,78.9651287504077,124.216450504629,179.314878428866,232.228678198738,285.196662538835,32.6860067961094,51.9199502736925,93.8363274846377,161.124326517375,252.507064130478,348.744533095949,437.079830796024,32.6860067961094,51.2430277187221,88.3471421743546,145.179380648849,219.427872263722,292.123440580832,356.806949708774,132.508301667235,285.196662538835,437.079830796024,159.264172677296,356.806949708774
"Cameroon",90.5891463097651,136.526780953721,210.909902497939,288.299107833104,343.890942224771,374.955009770774,386.327127274173,100.416019319363,179.975662926341,300.315010861463,422.953225508859,513.280116374761,567.183592426867,593.450407034833,100.416019319363,176.802844585816,284.532588083995,391.240163416187,464.776625901822,502.220339212644,513.398814675417,270.916348656062,386.327127274173,593.450407034833,363.914512240093,513.398814675417
"Canada",4.68134254769035,5.14485116269838,6.2806151719341,8.09477747879468,10.1475102793544,11.8129752179225,13.1488962594829,4.78604601726322,5.54767305001665,7.05467508813667,9.55028387538239,13.0305130177643,17.3639756713689,22.9667498443919,4.78604601726322,5.51803082183123,6.88936604631106,9.0407947210403,11.5532446708291,13.7085312168791,15.5224858083773,8.29614586214081,13.1488962594829,22.9667498443919,9.34199349537814,15.5224858083773
"Cape Verde",21.0477674592461,28.5825200584349,39.4595015847818,53.5413849648487,75.8145564715081,107.633036317839,145.463425725809,22.0168670062504,32.7893201010926,48.3292589063183,68.9724233530726,102.373966913314,153.164706446785,217.130432405146,22.0168670062504,32.4310964300793,46.316107559681,63.6686742688209,90.812772100818,130.485401444396,178.294508086144,61.0061998794825,145.463425725809,217.130432405146,72.7428103607591,178.294508086144
"Central African Republic",103.293486994923,150.34507429805,215.517859283392,273.167974326225,310.282521662448,323.590341861284,321.238237944617,115.593623315699,203.662227641412,320.572115115924,422.516864120442,487.229025269667,512.901975730896,515.324918582553,115.593623315699,200.026652888399,302.467705906994,386.638318402829,435.839010237711,448.925640192571,440.413986870718,254.58075428628,321.238237944617,515.324918582553,354.779465525701,440.413986870718
"Chad",101.632634943328,163.601005442748,256.679141153732,344.321777759864,404.118178312942,434.522112188064,443.870609826286,116.160393052143,229.474523347965,388.706327112665,526.246449776272,607.462216555169,640.810670841414,648.207905098087,116.160393052143,224.392175804987,364.149194055416,481.322967644778,550.40693842431,578.200686190811,581.555419550872,320.64844297147,443.870609826286,648.207905098087,439.69439242406,581.555419550872
"Chile",7.47862939101996,8.96186746416073,11.1819250961612,14.3739422695374,19.2219226930504,25.5286671892052,33.37016366986,7.74743233513563,10.0737962098441,13.4455099189156,18.5033320020311,26.8308012933419,39.0000157703571,55.3798402233772,7.74743233513563,9.96893070098752,12.8684807483051,16.8896505680559,22.8703618853715,30.5462798477938,39.8791082493969,15.853664942423,33.37016366986,55.3798402233772,18.6287407501028,39.8791082493969
"China",11.1971541675294,14.6574273845323,22.499424806584,34.8773831370308,51.0022741011799,69.2030808181309,87.8008863165634,11.3996122723353,15.8120806463498,25.8168174424663,42.279869218486,65.3880252798912,93.8611032717985,126.735506595817,11.3996122723353,15.7410855585665,25.0421882137898,39.6844318123529,59.5545385583944,82.8122699308588,107.211240215893,38.4479180494916,87.8008863165634,126.735506595817,44.5669028147925,107.211240215893
"Colombia",15.391511386516,20.1350310435519,27.6514423759596,36.8750965749106,47.2800900672459,58.9409812675291,72.0801605343086,15.9341660275771,22.5932714182969,33.2039200327773,47.3012063641929,66.189142091377,92.4340458871557,127.074488160126,15.9341660275771,22.3002067069025,31.4670011368169,42.5686337838695,55.1826365603468,69.5324124882552,86.0246151122438,38.1765282658394,72.0801605343086,127.074488160126,44.2101781352382,86.0246151122438
"Comoros",68.6828030330293,96.4525214905602,143.078373553906,199.339572126622,256.647634681223,303.858123640495,346.867901229333,73.7520945308794,118.269801452408,189.405916108274,274.571627019425,363.074893469507,440.459526868163,509.705823950457,73.7520945308794,116.871417205195,181.688501062214,256.41409579999,330.78798270982,391.163447768087,443.738363720367,199.875245098561,346.867901229333,509.705823950457,255.385088909061,443.738363720367
"Congo",54.7675169152678,86.6078740739905,136.891247555113,184.039759450465,214.809760557771,229.594073661247,235.272342951715,59.5654958044803,109.775357481124,191.112814297316,274.528774891834,338.464663090209,381.878413142059,414.427399741536,59.5654958044803,107.951671061996,180.718060960479,250.150810333463,295.854406270462,317.278479950259,324.946053024234,170.388543059717,235.272342951715,414.427399741536,230.390685715332,324.946053024234
"Costa Rica",9.16390114874723,11.893020291964,15.4737526861175,19.7617217137158,25.358835387015,32.447636267646,41.1705158439554,9.6285619188209,13.7635923451924,19.2735927786656,26.414238972441,36.8517451994295,51.7214466335726,71.3681062999389,9.6285619188209,13.6029574418566,18.3547451282853,23.8586359984337,30.8638636272231,39.4396848248816,49.5586067374336,20.9869932692917,41.1705158439554,71.3681062999389,25.2239774041361,49.5586067374336
"Cote D'Ivoire",75.7340067301777,110.04842460664,164.106212011229,225.732992226763,281.915931568084,319.913748511582,339.29616978104,83.4354528409829,144.325926499243,237.018609708385,341.380164633655,434.639209292931,498.790008951473,534.428596222765,83.4354528409829,141.735971420095,223.127941974635,310.602208154684,385.832607288221,433.071674483515,453.704907422187,220.343461784859,339.29616978104,534.428596222765,298.87408066423,453.704907422187
"Croatia",4.15620950766799,4.80779993436797,6.43341865488213,8.90883129672807,11.9422131375055,15.5003448087241,20.9071305503564,4.2641841682785,5.2749518423631,7.45714539494773,10.9186410030894,15.810178270248,22.6181777710438,33.7598886759693,4.2641841682785,5.23805142062049,7.22573248526729,10.1903580062474,13.7854760249175,17.8986757296771,23.9981135574879,9.51852156644155,20.9071305503564,33.7598886759693,10.867658733346,23.9981135574879
"Cuba",5.01635992036886,6.2080812565082,7.93865264756306,9.96903813524268,12.5716587156613,15.9466267008547,20.9699558305284,5.26401057869623,7.21777527188423,10.0527527636826,13.8113623083524,19.5418958748428,28.4064002143963,41.5322807279402,5.26401057869623,7.12257776082357,9.47465741602644,12.1454130664962,15.6321353314184,20.5160010414634,27.2843368030838,10.526811491166,20.9699558305284,41.5322807279402,12.9781569232456,27.2843368030838
"Cyprus",3.97488897255783,4.45846976626865,5.50466027007752,7.38202157509357,10.3721575514218,15.1621034022159,21.7825790675454,4.08543936764649,4.91376944359289,6.38313960141549,8.98215973513211,13.2921990582507,20.5590188126864,31.2978350844994,4.08543936764649,4.89075577381697,6.23848148578948,8.55389753372378,12.1765791362862,17.8858299865761,25.6994064469262,8.5758825130155,21.7825790675454,31.2978350844994,9.94910878323851,25.6994064469262
"Czech Republic",2.44730083443629,2.76859352972151,3.50930069689543,4.86215264364715,7.24143997169294,11.7828681705967,18.1938945990823,2.54249797209856,3.13213691707485,4.22437798508547,6.29196679505762,10.4577860699474,19.2236447220115,32.6029937060202,2.54249797209856,3.10528365626325,4.06742239623481,5.77570164026086,8.72039902127498,14.0936344535862,21.4001259531989,6.03287100251074,18.1938945990823,32.6029937060202,7.15248823352401,21.4001259531989
"Democratic People's Republic of Korea",15.4468684033492,18.7333884335571,27.9581707705592,44.8027873899603,64.377260768019,88.9924121830675,108.834326153598,15.8578851230502,21.3058406340945,33.839389449724,58.2605071230522,89.6301966816391,132.206745762574,178.939951305814,15.8578851230502,21.207049863433,32.9789910104679,54.8049258476726,80.2125902549259,113.256330513662,144.941991326846,48.9728039090326,108.834326153598,178.939951305814,60.4919774980323,144.941991326846
"Democratic Republic of the Congo",89.5709012801225,139.054456594106,219.081799109621,304.146130274658,376.917544714296,423.523702380135,439.881036329313,100.604406335161,188.310648303571,321.514864866239,458.252325399822,569.629195019027,636.708662343338,661.125872153518,100.604406335161,184.97382964085,304.38435590854,423.70069911741,519.253842725444,574.253704303802,590.175356848972,292.544726614563,439.881036329313,661.125872153518,401.313286339209,590.175356848972
"Denmark",3.39514051751634,3.72261473618143,4.61511317615287,6.31133080113943,8.45313641656869,10.5659012990757,12.7433026164681,3.47733810697949,4.05019584647212,5.23185924151909,7.51710309431471,10.7969304409401,14.9746020065888,20.680806915849,3.47733810697949,4.032360520563,5.12835186172747,7.18803562705903,9.8484717523059,12.5491572172869,15.3238474207163,6.73361928582363,12.7433026164681,20.680806915849,7.74927539578845,15.3238474207163
