"country","mim15-20kc","mim20-25kc","mim25-30kc","mim30-35kc","mim35-40kc","mim40-45kc","mim45-50kc","mom15-20kc","mom20-25kc","mom25-30kc","mom30-35kc","mom35-40kc","mom40-45kc","mom45-50kc","mum15-20kc","mum20-25kc","mum25-30kc","mum30-35kc","mum35-40kc","mum40-45kc","mum45-50kc"
"Afghanistan",11.0153965487946,55.6028362644159,140.490332738386,233.512635217345,320.969862774765,388.008982747959,433.06781543701,11.547830049794,66.1699274941161,181.986546581717,315.283760146316,441.966457534118,537.715047410168,599.212472297196,11.547830049794,65.8727120806084,175.869004866974,297.158101988821,408.563920173909,490.152287086881,541.559588818389
"Albania",0.424328885389724,2.70148091661187,8.60552545174483,17.7555609695373,30.6066167987743,46.9889194059305,65.2429099841363,0.448833746195129,3.34025398737435,11.3093732052649,23.1404019179851,40.223493929421,63.607702827274,91.891705227275,0.448833746195129,3.32894951969605,10.9442775254556,21.7117281167902,36.4485936439994,55.314513739483,76.8143398816139
"Algeria",0.820371435408144,6.58882280517324,20.688938881756,39.7160793279485,61.0209801145514,86.5363129493203,118.076727106737,0.832739583260455,7.05003703418992,23.1923750994147,46.3776577827749,74.8708478870472,112.722475853132,163.769524324283,0.832739583260455,7.04284868925906,22.8295048450959,44.7104285100814,70.1360724557365,101.732088147955,141.779827179629
"Angola",11.4296197730943,95.3136065544954,211.899273754789,329.888734633543,425.286587741016,487.510930388394,514.649194933584,11.4296197730943,114.388687470872,274.613091041157,441.67197776299,574.58196324789,655.888447534685,687.600009582681,11.4296197730943,113.810024126095,265.420219259834,418.819517448842,538.25087551352,609.491095517922,635.066411657355
"Antigua and Barbuda",0.58427819747143,2.71643376638858,7.18191603186481,13.2937072424279,20.4365266628448,28.9760382909978,39.8374122388167,0.615378534056205,3.23625248065175,9.10994882476213,17.4235996896845,27.7277162999923,40.8890220182519,58.0835577882483,0.615378534056205,3.21889139978713,8.73684227921271,16.0432888722054,24.105321406929,33.2002280506396,44.3051542263455
"Argentina",1.4841081618793,5.77436335430807,13.1548972166542,22.2979906062419,33.184635951506,44.6042476002052,56.3998063576746,1.5196179406897,6.3320297992831,15.2346692588213,27.0202875680698,42.6092854079534,61.8142739418974,84.9010768733868,1.5196179406897,6.31240978536307,14.8223536812498,25.4502490784127,38.1649209973138,51.5956805579678,65.545872201722
"Armenia",0.721864030753418,5.02944138110407,16.293705610078,31.3628639696775,47.3527883544999,67.2427885861335,86.1117621185223,0.743052103421569,5.61581427200328,19.0859593876712,37.1419794447745,57.1151479089254,84.7330060019585,114.054015566729,0.743052103421569,5.60483093181458,18.6939157049276,35.5983699712017,53.2329397807964,76.5088742938773,100.063025451552
"Aruba",0.880224917032649,4.68756918553823,12.6830136205818,22.1750102553209,29.8172195318964,34.141225040844,37.563870905519,0.89893213790696,5.09683610342882,14.5577381804284,26.6761719567842,37.8966225834037,46.6255114754321,56.0146971376975,0.89893213790696,5.08412509600193,14.1947527505075,25.2381514385389,34.3635527438845,39.7326787889813,43.9910566941451
"Australia",0.10051962919622,0.597749936582072,2.00417403258634,4.34296558503271,7.2928674925483,9.95411454529753,12.3946979682153,0.102747231293197,0.654337844037876,2.32212823985614,5.27304537966828,9.45653524650193,14.3009576857304,20.374156556796,0.102747231293197,0.652634873056074,2.25973185357782,4.98696511620418,8.52687417161819,11.8583711807888,14.9475957810038
"Austria",0.0721019645342656,0.471387457952336,1.59299734551934,3.45423099781865,5.58584715248537,7.7063979123705,10.032134617114,0.0735653709290898,0.514279791333305,1.84735654361625,4.23827076390619,7.41907963147004,11.5746859838,17.3224233753594,0.0735653709290898,0.513222730063569,1.80187578361451,3.99592774409875,6.57759130929654,9.20357870382567,12.0148539520715
"Azerbaijan",3.17692774685341,16.7822616537149,40.6017430465671,64.670609869628,92.5903407847186,127.770107648661,168.458480495902,3.24837696018268,18.0857922412382,45.9830434017826,76.6468453250236,114.6783636169,163.367429644935,221.277744027397,3.24837696018268,18.0529575079492,45.1569488549852,73.7919197372369,108.393186845831,151.719300494073,202.330032618412
"Bahamas",0.499010952937748,2.76602647567623,7.46495722576441,12.8673042648226,19.8057302260703,28.4268910575165,37.3478746369965,0.511143077813178,3.05337342161196,8.94530653514929,16.7370478760375,28.783645822447,47.0378664651031,70.5394902890788,0.511143077813178,3.04177129481017,8.55623156239818,15.032315769663,23.366313628604,33.6569191100211,44.399350108526
"Bahrain",0.262788289974913,1.93462435967414,5.73619537062233,10.9850076849291,17.7467209193411,25.9501699220909,37.0947224312947,0.270279858914163,2.17948317466613,7.10554230395494,14.6502151630328,25.0863829248669,38.8793825554183,58.9451200830042,0.270279858914163,2.17503059638963,6.89376827152027,13.6377670428492,22.1865104350292,32.2262210835553,45.416845439484
"Bangladesh",2.79654569220353,24.4572645771155,57.3298255800774,97.1230019137623,144.915717692592,203.338084579133,270.079555390116,2.79654569220353,27.8833300988793,71.4604779613388,130.040634921324,205.27262071846,298.631021622976,402.122919294295,2.79654569220353,27.7658813335579,68.851304766895,121.050902677383,185.762895660668,265.378384056994,354.811055122091
"Barbados",0.895067272283328,3.8677347537671,9.05392246486741,14.5952799380758,19.3084236328805,22.6046851039778,25.096717693657,0.921825097774753,4.34092349423798,10.9248925036489,18.7148591558234,26.5657744296024,34.0463953362157,41.9948221621935,0.921825097774753,4.32327272652653,10.5216167086208,17.2469088009962,23.020809142386,27.0618403304694,30.1200002271175
"Belarus",0.144933715629013,0.992102790308813,3.38360592377008,7.32998372861475,12.9373393146036,19.0933801201123,24.307947879045,0.149838133517715,1.13287343766364,4.20670483603422,9.75824790239485,18.2599273718875,29.5480822451822,43.6999155085794,0.149838133517715,1.12889163890593,4.04819647425714,8.9730458041084,15.8457686702238,23.2735798758165,29.4836851330048
"Belgium",0.0517976539387732,0.421827336091696,1.75850047566953,4.18715544267167,6.80740561328153,9.02764793584507,11.5106879436452,0.053049702757774,0.469370291378609,2.08102919155746,5.24676463411251,9.1480787954625,13.3479767477978,19.0992465422764,0.053049702757774,0.468375651812096,2.02813783459281,4.96508284669247,8.22798279791298,10.9880397880554,13.8578550120786
"Belize",2.12804543193789,9.04321954686121,21.3748373575785,36.0800820320319,53.0820060045396,74.0652323719681,98.3726164772845,2.17603763384826,9.87911064647383,24.8416909619065,44.8933411074903,72.6772331932561,113.731011003086,168.433832289049,2.17603763384826,9.84742131202458,24.0220859796201,41.2062812034584,61.2146643250401,86.395584522525,116.461003774588
"Benin",12.9312033048763,59.0265962950247,140.086590503363,221.220558161708,286.135547495023,335.882953286539,373.106603076314,13.9916888374586,77.2368803184171,204.651856914784,338.829715268439,449.167328467261,534.878050626975,596.217323727427,13.9916888374586,76.7260658251557,194.791859209787,312.123758212338,403.877738495194,471.872929254859,519.660881930967
"Bhutan",1.7061356329595,11.2736855527167,35.6652832624695,71.531225772467,113.523327260445,160.756064937438,213.39004340056,1.75024729425703,12.5374620567219,43.3079375213431,92.770877299153,162.144800763478,256.472752478528,362.339660051664,1.75024729425703,12.4972828799946,41.7704544538583,86.2061791519182,145.437288890597,221.978118882394,305.486550273215
"Bolivia",4.62562188264817,19.6810729691938,48.9373183947346,86.2297954565677,131.40394125278,182.318985415264,235.329254391701,5.10466464039214,27.5783270418502,78.373732053516,146.23946067619,228.656991889142,320.975578733529,413.828845953484,5.10466464039214,27.3486747841261,74.1117957959963,133.368155053872,202.826970900893,278.392697934952,353.638455714339
"Bosnia & Herzegovina",0.17978849608274,1.17972159029526,4.19094234023135,8.86342452304221,13.7215468737217,19.6478101102481,26.1597444918121,0.182596832616598,1.25623111569324,4.67162827912406,10.4818866068629,17.5790001469139,26.8417777645538,38.4834836648189,0.182596832616598,1.25441653987492,4.59760755981938,10.0183903293082,15.8698137075517,22.7490959790016,30.4097199537567
"Botswana",3.69656565455372,19.3739995986714,51.5094798683209,90.4291749341735,121.994293131807,131.943017981632,124.282129060356,3.83005602674271,22.079179862643,63.5467226282139,120.128118043277,175.92464247218,208.884577074808,223.107062081656,3.83005602674271,22.0201587858311,62.1123387017829,114.363357361576,160.853070590243,179.27841637678,171.870830531277
"Brazil",1.84136296488039,7.05423499045659,16.6813952913764,30.6058068681634,47.8429393100274,67.3788536062277,91.1871845728257,1.88796636319674,7.77382085856616,19.5569018249151,37.9019444793676,63.0213375146759,94.6542084031606,134.951911137178,1.88796636319674,7.74700137726358,19.0051072776352,35.683782259264,56.4627011846184,79.6876908079438,107.581056768208
"Brunei Darussalam",0.276488221456964,1.79583791711038,5.85974756072457,11.975588248477,17.6616243381498,21.9539860975754,26.6013890088941,0.28477307275953,2.00675004812455,6.93560327808384,15.0678059932631,24.1952927687465,34.4136254344811,49.4806048453999,0.28477307275953,2.00062914362822,6.71730792216443,13.9884101887389,20.9224307163727,26.3773014539708,32.4383664278243
"Bulgaria",0.652126260850507,2.65913347029056,6.41053168462093,11.4973913742613,17.0407326763322,22.0860360565925,25.3208226233637,0.669765861218983,2.95579643937276,7.60220557959668,14.3901757776228,23.0322142333368,33.580944161002,44.827143503515,0.669765861218983,2.94508405563257,7.35367232703196,13.4036266700949,20.2585260575299,26.9526321487861,31.5868628338127
"Burkina Faso",9.04485967186615,83.6990202265255,183.438080495331,274.211220229534,345.476217024181,398.753516752841,433.848119234402,9.04485967186615,117.167869915439,294.907824535547,458.30672049843,575.788915158124,651.776753314382,691.235998184263,9.04485967186615,116.359780600212,281.888849838168,427.964360685394,531.76213944154,598.840554347474,633.929958139308
"Burundi",6.35705824834413,36.04647804387,100.302547510513,181.654422836417,262.373246423056,330.433697475469,375.326796183273,6.69096033170036,44.0620406623474,140.853955792975,277.941959959041,414.094600517682,519.449551434563,583.564210450782,6.69096033170036,43.807073902275,132.656442021909,249.651899719686,364.410410746865,455.75991990104,511.032329576242
"Cambodia",1.39187187602305,18.9439634958748,53.4843093451344,100.724447841503,158.962814644795,216.695860430429,269.675351461326,1.39187187602305,20.1512385386042,62.1869282220916,128.004485690923,220.041954329542,321.763275272639,416.923755012809,1.39187187602305,20.0791000184878,59.2878791013821,116.356707462803,192.850293164113,271.68301886303,340.34172239381
"Cameroon",9.44443640948746,80.570454321113,176.012828023229,268.323364216688,333.323870589607,370.371418636283,384.993827209618,9.44443640948746,103.352784152834,248.356199924454,391.888098536937,496.10018867929,558.573756308173,589.619634347315,9.44443640948746,102.639309385917,236.881123026607,364.197568679941,451.303945468672,496.958673572502,512.401109926271
"Canada",0.115666696326226,0.67751342698376,2.25637453365224,4.85600398600933,7.72557525245138,9.82706853681126,11.1438116785525,0.117459827020072,0.723552068303443,2.51281158811065,5.64963250167691,9.67288689019431,13.9518016796727,18.7175420312527,0.117459827020072,0.722243058544163,2.46565362497655,5.40344801123011,8.7565350346027,11.3612367427117,13.1156168790117
"Cape Verde",3.01014064554013,11.8176782700671,26.6134908553217,42.7386433263421,64.6410772197141,96.2049012020173,134.566868586551,3.10453553142909,13.3248731437494,32.1998008731435,54.4905843560823,86.265465730401,135.280261607776,198.956502482402,3.10453553142909,13.2712184919055,31.1063857554402,50.7567753591629,77.2425809405026,116.297456752404,164.601681055473
"Central African Republic",24.424936920091,89.9101256000829,181.198235564521,254.71657624539,302.125090206193,321.394767791379,321.694066737671,26.4068212660675,118.171019235559,266.151321812811,392.265438839424,473.470927851269,508.405166405827,514.54863880877,26.4068212660675,117.338524156543,253.215345849413,360.872737138952,425.398769301932,447.035805596364,441.969482774747
"Chad",13.802450063627,108.125292291865,224.337940694706,325.983176296681,394.978209951869,430.979783960099,443.603925194695,13.802450063627,147.167258736659,337.51257462343,499.515048428778,596.400525899165,637.421173644606,648.379107107734,13.802450063627,145.864023542855,318.647094993391,458.246925135764,540.895316023962,575.655033420217,582.555358567482
"Chile",0.695393500150356,2.6527973088819,5.84323725462648,9.77688892796317,15.1129052033828,21.5110929485576,28.8744930565739,0.712154113771397,2.93583238197307,6.92739209345908,12.3801304943062,20.6700765376508,32.2114833163771,47.150826427607,0.712154113771397,2.9246047227656,6.68826752360822,11.4509549266093,17.9445288917512,25.7306407234251,34.5507382664742
"China",0.364741068349923,3.78613800185593,12.3464631653,24.5309176091549,39.6346884461437,56.5843060100157,75.2499318947723,0.368390922564549,4.02418460746314,13.9825213351353,29.3526479827558,50.1528207499274,75.7563393067537,107.056194283792,0.368390922564549,4.02142005863507,13.6753408280166,27.7561851802547,45.990228144709,67.3934134798263,91.5215503460002
"Colombia",0.971446578103947,7.6414370159697,17.1466194522347,28.1513640274259,39.5340537675453,51.7631265460896,64.7744302563314,0.971446578103947,8.43312959451324,20.305258263387,35.5086183015232,54.0632749329911,79.0253659302122,111.510824875228,0.971446578103947,8.39514770109081,19.442275895551,32.4126391522119,46.0366331515087,60.9184815840529,77.0973257533734
"Comoros",4.55797036391579,46.2607788585757,109.92941106891,177.211091397711,242.703539115154,293.313278552658,337.629748756654,4.55797036391579,55.4202998330558,143.818699553984,242.615671404752,341.36081901296,423.348804385346,495.798283567118,4.55797036391579,55.1737048171833,138.897609169344,227.835932544036,312.762627610058,377.894417607777,432.834214457772
"Congo",5.37625769484405,47.393318239997,109.545691595531,167.992201631878,206.987033882277,226.139328970757,233.397318596238,5.37625769484405,58.3845811770316,150.237403352722,247.471105611649,322.479592443545,371.834065855485,406.23277468217,5.37625769484405,58.0214826233237,143.350822248835,227.410803830589,284.709952180339,312.489806113147,322.477378063862
"Costa Rica",1.00915443509309,4.13102378032186,9.10504166472528,14.4033559673571,20.678148608381,28.1266883134988,36.7781760067874,1.04472462743353,4.69723168330959,11.1724455667049,18.9266311139513,29.4407382998472,43.9265689686474,62.7661591981237,1.04472462743353,4.67674611303605,10.7477811052939,17.3448777142571,25.1514626546792,34.2367937961468,44.4033495003545
"Cote D'Ivoire",16.4386402429162,61.9447329929245,133.003904937,205.232784165354,269.306779881183,313.41228569886,336.204439872256,17.5760909724902,78.8506482206783,189.27862489507,308.626501182832,414.068102837157,487.604668447823,528.603173342644,17.5760909724902,78.3070785453271,179.845661490216,282.54442821122,369.322332533493,425.352682217867,450.73216846147
"Croatia",0.105577480718072,0.68765634926616,2.50570379165524,5.54604055404365,9.05465734398543,12.4838200758005,16.8818743674895,0.107426381821756,0.744232701359788,2.87237099241277,6.69834358034676,11.7432373469648,17.78844520504,26.7161138556807,0.107426381821756,0.742617954068731,2.80131357174786,6.32619284464304,10.4429646591975,14.4270305310663,19.4167652455115
"Cuba",0.52644580154796,2.10023503888792,4.54203103114512,6.96053777831193,9.55350146962073,12.5517924569173,16.7613661817421,0.544288650162717,2.39453985364196,5.64852497178179,9.42687659563877,14.4185551325521,21.6932610160504,32.6906309364897,0.544288650162717,2.38324217953041,5.39311315480343,8.45049522771863,11.8014264528536,16.0341816385482,21.8817454423706
"Cyprus",0.0636854485511517,0.53487352654487,1.97037714542276,4.38102620583212,7.55103356692818,12.1162323412185,18.5476854104724,0.0648453383851005,0.581942159259288,2.26307608555707,5.27205852101936,9.55384669849726,16.2109150621574,26.2953673396614,0.0648453383851005,0.581233753807814,2.22205958610712,5.05833680324507,8.84709143854678,14.2897553687779,21.8878302656474
"Czech Republic",0.0681756947515059,0.381802514554973,1.26707060743024,2.86132243537878,5.16332980125082,9.0438616028252,14.7283744608108,0.0700474079610533,0.425470225460215,1.50537108881817,3.62895762077049,7.22503626320023,14.3735532014137,25.9138334118329,0.0700474079610533,0.424279362649138,1.46046824770024,3.38448292782032,6.21340983250488,10.8568082013442,17.399666699764
"Democratic People's Republic of Korea",0.126610511781307,2.01250190118251,12.0744874976274,32.5859046782631,53.3756159382127,75.3229622534788,99.4085853646871,0.12705582524221,2.25453813161719,14.3877623896521,41.6899033102911,73.1709086015248,110.11714385857,158.545550813661,0.12705582524221,2.25413168516897,14.1036307487323,39.6650598661959,66.2582332865708,95.1189344207335,130.993152830579
"Democratic Republic of the Congo",9.56156673263937,84.6901900644544,185.621172834814,282.502559586947,363.12268146398,417.521318686441,438.821510711481,9.56156673263937,111.432157537736,269.881548896466,424.68801197412,549.398320928153,628.086400181618,659.257489744132,9.56156673263937,110.660736007517,257.338302069931,394.14262984355,502.040824138545,567.63886407248,589.724258862679
"Denmark",0.0469817540128392,0.378180845836292,1.57528858868433,3.87473537548388,6.59976598429237,8.92101125697841,10.9959992270601,0.0477332618231895,0.407404027528926,1.76952252971274,4.55651206759856,8.26335674595537,12.3026807407474,17.2717099550106,0.0477332618231895,0.406910650180171,1.74125398729836,4.39178215426038,7.65049327294137,10.5611449878977,13.1993948719731
"Djibouti",2.16602115651087,12.9045560166379,40.8961930259552,86.9284328777883,145.029299441833,202.025268472096,248.110263904284,2.31033939295027,16.2872378095089,57.8600072462508,132.106181769069,231.664741597737,335.365277893527,423.872143576379,2.31033939295027,16.2069806495255,55.3434264073956,121.586872139396,205.772101755877,287.765861484125,352.453439646649
"Dominican Republic",2.70959875661475,21.0373493450312,44.0373716148464,67.7587736352824,91.5141634355141,117.20700401864,148.143947639821,2.70959875661475,22.486736620331,48.9732221122842,77.7840442323938,109.927307675331,149.341461421357,200.009935562162,2.70959875661475,22.4276358567351,47.8143354977096,73.9333035252975,100.651261778075,129.932490362133,164.810465713206
"Ecuador",2.42477835099247,9.20694155867471,20.9087454775183,35.0996661428718,52.7251751736058,75.2330270929842,102.889262981896,2.49593393909192,10.3666729318015,25.5745088869011,46.2358998389704,74.8037133576359,114.673559893689,166.954200725789,2.49593393909192,10.3188534645326,24.4701622774473,42.2005661897162,64.6994334773884,93.4585180520139,129.002710887176
"Egypt",1.01477197413746,13.876954264284,34.1475397712262,57.3784578796751,87.7594616991867,132.604519579575,193.032691388289,1.01477197413746,15.7869193784413,42.0688670858042,75.2825371456261,120.652784316149,188.154045448441,278.592573868963,1.01477197413746,15.7445037577804,40.9214718903395,70.8612736212218,110.039327043258,168.056541291918,246.09872044463
"El Salvador",2.42237529206863,9.60794270355363,22.2372791453038,36.1463143769107,52.3681146332508,75.6050385376609,111.096763967717,2.47910607747497,10.5191137232679,25.7972884358817,44.6944426575453,71.097463289165,114.393226009548,185.384778158037,2.47910607747497,10.4847747786084,25.0121596862335,41.3413920890979,60.8160700046869,89.4257195871475,137.453619304206
"Equatorial Guinea",23.2464877573765,80.0542627479625,160.415847004094,235.975124099987,299.507488693886,345.689577905,374.398809515695,24.8728212777595,102.029711407679,225.06644555198,344.800204954554,445.855435117011,519.808753775548,567.419418557182,24.8728212777595,101.31612783701,214.523545322251,319.042544475187,404.095115817333,463.991963579364,500.588451400968
"Eritrea",5.46671778940872,29.849818543533,78.5392359851778,132.264117035926,185.357314262054,238.32495957093,287.464567960821,5.66744789376273,34.1487344256037,97.4304881433498,173.31190261005,256.137996250851,348.32992871226,439.021724098989,5.66744789376273,34.0385120163603,94.5930146540753,163.361032316673,234.17467536302,308.042229550069,375.46769530927
"Estonia",0.0775094686868659,0.573735873087761,2.15025369158435,5.07748284479669,9.77794057701818,16.8678835617729,25.1281453496577,0.08079314546584,0.674433069217436,2.7297109737811,6.81240568454015,13.9341726344383,26.0724508698371,43.8359054427246,0.08079314546584,0.671567131988233,2.61730254554101,6.24083611784917,12.0014046384052,20.5798316127689,30.463361635969
"Eswatini",7.8427735950476,35.2866873653277,87.9721550426325,138.420281379037,162.14244175327,157.772475571297,149.059211457759,8.22496931194485,42.0918936149952,117.284438568717,200.277894271138,249.114118020106,258.635561887716,267.916445419674,8.22496931194485,41.9143179112031,113.603859965263,187.950456042933,225.008446326954,220.545753141599,207.607721128698
"Ethiopia",6.90647387451421,34.8438760403118,92.8064941509017,168.888181620889,249.579000344901,317.509942717885,367.068612279608,7.36119824418061,43.7410874347289,130.787912868243,253.896570771498,386.360362467682,493.59778016958,563.999501758294,7.36119824418061,43.483275307568,124.419518988604,232.183478763862,344.732485208663,436.003837527998,497.906986407125
"Fiji",2.35536642626946,11.771172268364,27.2900763920778,40.0934252290554,49.8332543064914,59.6310131347466,69.0004134552383,2.41428949624708,13.0105419164169,32.8724812785953,52.6609715749343,72.9737173872672,100.963581335208,135.575056037119,2.41428949624708,12.9704630158832,31.5650911941097,47.3538019139256,59.3813855925767,71.2445566245674,82.5745842892256
"Finland",0.0374765727243262,0.30099472585147,1.14509388683683,2.62613459756353,4.42175402641274,6.23109144633313,8.01823885835399,0.0385539280583683,0.340677742365131,1.39579370060439,3.40875859113287,6.22897147989627,10.0180787990831,15.4174554493414,0.0385539280583683,0.339835723292185,1.35025215886791,3.16238550186915,5.38431300874899,7.60398133171028,9.71838639466316
"France",0.0596463398955774,0.48795110564748,1.85797238426299,4.22731795541711,6.75865255121835,8.83944034017808,10.9839063601096,0.0608048391020755,0.532055987370345,2.1343088445883,5.11414053018339,8.73981493893143,12.6397963552396,18.0936142508535,0.0608048391020755,0.531267571431394,2.09176631179425,4.88235503639966,7.96797307518017,10.5867056043292,13.2378740149522
"French Guiana",1.27852509115648,5.62926306128279,14.3121195737246,26.6599861407791,41.0431467491874,55.6479270581265,69.7026173643781,1.30689932763401,6.13958242106399,16.4554709661425,31.8968418421152,51.105570613072,72.6329083570843,95.5594194172624,1.30689932763401,6.12066859403358,15.995863220497,30.1375284506766,46.7433626360776,63.835170959321,80.5506245142105
"French Polynesia",0.601757055003936,2.70388146130735,6.96732582394547,12.3932963679237,18.1477378222314,27.2355334940304,40.8929447607093,0.609052250806687,2.84197004594258,7.60394556618044,14.1065088996501,22.0546000351129,35.8378728321367,59.0601053937737,0.609052250806687,2.83713525180876,7.45940302167003,13.382258893417,19.7207941530095,29.6267858665485,44.4433313414901
"Gabon",4.74592212210414,38.4865619813293,87.0342854374738,139.679036046132,187.259095263004,224.841159293206,255.51203743572,4.74592212210414,47.6985426132913,120.194205621796,206.378124216769,289.928705707229,362.362251236469,424.444130924216,4.74592212210414,47.3730061590436,113.863910638106,186.994214858532,251.968834312448,301.914092787799,340.878134289979
"Gambia",4.58681160888124,44.9347504958139,105.62993778759,171.715131817337,233.958161207577,286.69251453314,321.24445811216,4.58681160888124,58.7402521595142,160.995492384551,286.214031793526,411.111427855725,519.113826697967,593.443196825435,4.58681160888124,58.3075725610872,151.682627756023,258.902376861138,362.271142151751,450.756163702497,511.752460747038
