"iso","year","region","source","survey","model","year_real","measure","ages"
"DOM",2013,"South & Latin America","DHS ",218.2306,195.653071551447,NA,"mOM","45-49"
"DZA",2012,"Arab states","MICS",150.5163,225.285890778718,"2012-13","mOM","45-49"
"ECU",2016,"South & Latin America","Indirect",NA,169.229502545212,NA,"mOM","45-49"
"EGY",2014,"Arab states","DHS ",211.5555,291.164625167215,NA,"mOM","45-49"
"ERI",2016,"Africa","Indirect",NA,447.911638282071,NA,"mOM","45-49"
"ESH",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,254.608699485392,NA,"mOM","45-49"
"ESP",2016,"Europe","Indirect",NA,11.328747001467,NA,"mOM","45-49"
"EST",2016,"Europe","Indirect",NA,40.9476904099278,NA,"mOM","45-49"
"ETH",2016,"Africa","DHS ",577.2063,570.576617333447,NA,"mOM","45-49"
"FIN",2016,"Europe","Indirect",NA,14.7484489194124,NA,"mOM","45-49"
"FJI",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,126.559911645528,NA,"mOM","45-49"
"FRA",2016,"Europe","Indirect",NA,17.1878537705941,NA,"mOM","45-49"
"FSM",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,229.29773587434,NA,"mOM","45-49"
"GAB",2012,"Africa","DHS ",373.159,416.612448452722,NA,"mOM","45-49"
"GBR",2016,"Europe","Indirect",NA,17.9258901864736,NA,"mOM","45-49"
"GEO",2016,"Europe","Indirect",NA,86.5722446009679,NA,"mOM","45-49"
"GHA",2014,"Africa","DHS ",410.5484,459.44224305151,NA,"mOM","45-49"
"GIN",2012,"Africa","DHS ",603.1319,662.403082565107,NA,"mOM","45-49"
"GLP",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,37.6681732377073,NA,"mOM","45-49"
"GMB",2013,"Africa","DHS ",409.7867,589.356844823316,NA,"mOM","45-49"
"GNB",2016,"Africa","Indirect",549.2007,603.240769501878,NA,"mOM","45-49"
"GNQ",2016,"Africa","Indirect",549.2007,560.836620005264,NA,"mOM","45-49"
"GRC",2016,"Europe","Indirect",NA,17.664670348521,NA,"mOM","45-49"
"GRD",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,72.9973465507275,NA,"mOM","45-49"
"GTM",2014,"South & Latin America","DHS ",287.9463,326.30027671999,"2014-15","mOM","45-49"
"GUF",2016,"South & Latin America","Indirect",NA,93.4841889260857,NA,"mOM","45-49"
"GUM",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,69.3339838034958,NA,"mOM","45-49"
"GUY",2014,"South & Latin America","MICS",233.2398,190.311698793614,NA,"mOM","45-49"
"HKG",2016,"Asia & Pacific","Indirect",NA,6.75108688193306,NA,"mOM","45-49"
"HND",2012,"South & Latin America","DHS ",227.423,302.724851494877,NA,"mOM","45-49"
"HRV",2016,"Europe","Indirect",NA,24.4013349703412,NA,"mOM","45-49"
"HTI",2016,"South & Latin America","DHS ",403.2675,428.112412592845,"2016-17","mOM","45-49"
"HUN",2016,"Europe","Indirect",NA,30.1427833386204,NA,"mOM","45-49"
"IDN",2017,"Asia & Pacific","DHS ",183.2362,177.312082646644,NA,"mOM","45-49"
"IND",2015,"Asia & Pacific","DHS ",216.5777,352.909205448234,NA,"mOM","45-49"
"IRL",2016,"Europe","Indirect",NA,19.8721894237919,NA,"mOM","45-49"
"IRN",2016,"Asia & Pacific","Indirect",NA,158.496419101551,NA,"mOM","45-49"
"IRQ",2011,"Arab states","MICS",186.4371,282.801824901229,NA,"mOM","45-49"
"ISL",2016,"Europe","Indirect",NA,17.2064796000231,NA,"mOM","45-49"
"ISR",2016,"Europe","Indirect",NA,35.4334017224576,NA,"mOM","45-49"
"ITA",2016,"Europe","Indirect",NA,11.6475568576242,NA,"mOM","45-49"
"JAM",2016,"South & Latin America","Indirect",NA,86.6805939231532,NA,"mOM","45-49"
"JOR",2017,"Arab states","DHS ",211.5555,147.573442846179,NA,"mOM","45-49"
"JPN",2016,"Asia & Pacific","Indirect",NA,10.2460601971294,NA,"mOM","45-49"
"KAZ",2015,"Asia & Pacific","MICS",121.599,150.704922719944,NA,"mOM","45-49"
"KEN",2014,"Africa","DHS ",332.1399,427.453022391092,NA,"mOM","45-49"
"KGZ",2012,"Asia & Pacific","DHS ",149.3209,251.929348949729,NA,"mOM","45-49"
"KHM",2014,"Asia & Pacific","DHS ",345.7539,426.09827490224,NA,"mOM","45-49"
"KIR",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,303.577211115877,NA,"mOM","45-49"
"KOR",2016,"Asia & Pacific","Indirect",NA,25.0309842605092,NA,"mOM","45-49"
"KWT",2016,"Arab states","Indirect",NA,53.0651798607462,NA,"mOM","45-49"
"LAO",2017,"Asia & Pacific","MICS",289.9799,432.087376593646,NA,"mOM","45-49"
"LBN",2016,"Arab states","Indirect",NA,78.9793241249763,NA,"mOM","45-49"
"LBR",2013,"Africa","DHS ",649.9351,659.67628171778,NA,"mOM","45-49"
"LBY",2016,"Arab states","Indirect ",NA,129.578786656575,NA,"mOM","45-49"
"LCA",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,70.6909322281119,NA,"mOM","45-49"
"LKA",2016,"Asia & Pacific","Indirect",NA,63.6659687008663,NA,"mOM","45-49"
"LSO",2014,"Africa","DHS ",353.2569,280.553530170985,NA,"mOM","45-49"
"LTU",2016,"Europe","Indirect",NA,38.3707752630917,NA,"mOM","45-49"
"LUX",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,14.8747769495156,NA,"mOM","45-49"
"LVA",2016,"Europe","Indirect",NA,40.116152101572,NA,"mOM","45-49"
"MAC",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,9.62246188377867,NA,"mOM","45-49"
"MDA",2012,"Europe","MICS",108.2507,84.085173308592,NA,"mOM","45-49"
"MDG",2018,"Africa","MICS",339.7776,472.853783260552,NA,"mOM","45-49"
"MDV",2016,"Asia & Pacific","DHS ",147.0445,281.676180674549,NA,"mOM","45-49"
"MEX",2015,"South & Latin America","MICS",104.3805,128.079241822504,NA,"mOM","45-49"
"MKD",2016,"Europe","Indirect",NA,62.703826711814,NA,"mOM","45-49"
"MLI",2012,"Africa","DHS ",368.758,708.927394303831,"2012-13","mOM","45-49"
"MLT",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,17.1115166338327,NA,"mOM","45-49"
"MMR",2015,"Asia & Pacific","DHS ",265.9059,263.758001406728,"2015-16","mOM","45-49"
"MNE",2013,"Europe","MICS",43.78429,46.9219130551161,NA,"mOM","45-49"
"MNG",2013,"Asia & Pacific","MICS",238.6281,284.918398604409,"2013-14","mOM","45-49"
"MOZ",2011,"Africa","DHS ",528.6907,592.140607174215,NA,"mOM","45-49"
"MRT",2015,"Arab states","MICS",363.4089,480.820238162186,NA,"mOM","45-49"
"MTQ",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,33.4342524360284,NA,"mOM","45-49"
"MUS",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,50.6033131879207,NA,"mOM","45-49"
"MWI",2015,"Africa","DHS ",557.871,530.170052172913,"2015-16","mOM","45-49"
"MYS",2016,"Asia & Pacific","Indirect",NA,57.3512768499587,NA,"mOM","45-49"
"MYT",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,82.1413960528288,NA,"mOM","45-49"
"NAM",2013,"Africa","DHS ",232.0412,273.434937887665,NA,"mOM","45-49"
"NCL",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,77.3724886344444,NA,"mOM","45-49"
"NER",2012,"Africa","DHS ",780.1418,763.357856121776,NA,"mOM","45-49"
"NGA",2013,"Africa","DHS ",562.3925,635.469175718147,NA,"mOM","45-49"
"NLD",2016,"Europe","Indirect",NA,13.745897013675,NA,"mOM","45-49"
"NOR",2016,"Europe","Indirect",NA,17.3319840342203,NA,"mOM","45-49"
"NPL",2015,"Asia & Pacific","MICS",265.2573,398.19885991853,NA,"mOM","45-49"
"NZL",2016,"Asia & Pacific","Indirect",NA,26.2259358732448,NA,"mOM","45-49"
"OMN",2016,"Arab states","Indirect",NA,184.217572642111,NA,"mOM","45-49"
"PAK",2018,"Asia & Pacific","DHS ",368.2928,458.74986730319,NA,"mOM","45-49"
"PAN",2016,"South & Latin America","Indirect",NA,115.771557341381,NA,"mOM","45-49"
"PER",2012,"South & Latin America","DHS ",208.4541,249.414030107721,NA,"mOM","45-49"
"PHL",2017,"Asia & Pacific","DHS ",113.96,188.277639220628,NA,"mOM","45-49"
"PNG",2016,"Asia & Pacific","DHS ",235.7398,327.32989085182,"2016-18","mOM","45-49"
"POL",2016,"Europe","Indirect",NA,38.0098658967128,NA,"mOM","45-49"
"PRI",2016,"South & Latin America","Indirect",NA,38.5118561368258,NA,"mOM","45-49"
"PRK",2016,"Asia & Pacific","Indirect",NA,147.295494283196,NA,"mOM","45-49"
"PRT",2016,"Europe","Indirect",NA,20.8127565289388,NA,"mOM","45-49"
"PRY",2016,"South & Latin America","MICS",172.0131,172.774018041304,NA,"mOM","45-49"
"PSE",2016,"Arab states","Indirect",NA,217.227456951413,NA,"mOM","45-49"
"PYF",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,52.3183999385248,NA,"mOM","45-49"
"QAT",2016,"Arab states","Indirect",NA,79.653323835377,NA,"mOM","45-49"
"REU",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,39.4927068857768,NA,"mOM","45-49"
"ROU",2016,"Europe","Indirect",NA,51.227998968848,NA,"mOM","45-49"
"RUS",2016,"Europe","Indirect",NA,53.4629262685547,NA,"mOM","45-49"
"RWA",2014,"Africa","DHS ",599.5532,635.1756157158,"2014-15","mOM","45-49"
"SAU",2016,"Arab states","Indirect",NA,169.619118616192,NA,"mOM","45-49"
"SDN",2014,"Arab states","MICS",403.5423,498.544519232668,NA,"mOM","45-49"
"SEN",2017,"Africa","DHS ",409.2089,516.773800076929,NA,"mOM","45-49"
"SGP",2016,"Asia & Pacific","Indirect",NA,10.5797757722004,NA,"mOM","45-49"
"SLE",2013,"Africa","DHS ",657.2031,592.231240605135,NA,"mOM","45-49"
"SLV",2014,"South & Latin America","MICS",179.1258,225.224458278474,NA,"mOM","45-49"
"SOM",2011,"Arab states","MICS? ",443.4237,654.943157089358,NA,"mOM","45-49"
"SRB",2014,"Europe","MICS",44.08742,52.8538513227139,NA,"mOM","45-49"
"SSD",2014,"Africa","MICS",398.1542,618.718576773161,NA,"mOM","45-49"
"STP",2014,"Africa","MICS",373.5699,436.873022292048,NA,"mOM","45-49"
"SUR",2018,"South & Latin America","MICS",90.68356,132.805817087552,NA,"mOM","45-49"
"SVK",2016,"Europe","Indirect",NA,32.5849940847451,NA,"mOM","45-49"
"SVN",2016,"Europe","Indirect",NA,18.5357866005728,NA,"mOM","45-49"
"SWE",2016,"Europe","Indirect",NA,14.1433691254226,NA,"mOM","45-49"
"SYC",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,52.7686762867793,NA,"mOM","45-49"
"SYR",2016,"Asia & Pacific","Indirect",NA,173.764185099862,NA,"mOM","45-49"
"TCD",2014,"Africa","DHS ",627.5488,638.425542296303,"2014-15","mOM","45-49"
"TGO",2013,"Africa","DHS ",473.6164,546.674513450785,"2013-14","mOM","45-49"
"THA",2015,"Asia & Pacific","MICS",51.70274,72.5269723572707,"2015-16","mOM","45-49"
"TJK",2017,"Asia & Pacific","DHS ",219.7946,371.940890999294,NA,"mOM","45-49"
"TKM",2015,"Asia & Pacific","MICS",160.9061,283.812721958488,"2015-16","mOM","45-49"
"TLS",2016,"Asia & Pacific","DHS ",255.6942,511.516355824071,NA,"mOM","45-49"
"TON",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,106.29988843842,NA,"mOM","45-49"
"TTO",2011,"South & Latin America","MICS",102.9518,101.811894058782,NA,"mOM","45-49"
"TUN",2011,"Arab states","MICS",63.59623,151.783548204495,"2011-12","mOM","45-49"
"TUR",2013,"Europe","DHS ",166.7176,248.920744381162,NA,"mOM","45-49"
"TWN",2016,"Asia & Pacific","Indirect",NA,22.1501809840866,NA,"mOM","45-49"
"TZA",2015,"Africa","DHS ",502.2604,498.74266745277,"2015-16","mOM","45-49"
"UGA",2016,"Africa","DHS ",586.775,547.487936332674,NA,"mOM","45-49"
"UKR",2012,"Europe","MICS",34.75177,51.3700923660338,NA,"mOM","45-49"
"URY",2016,"South & Latin America","Indirect",NA,57.8357317789054,NA,"mOM","45-49"
"USA",2013,"North America","NSFG",4.4779,30.0544412883818,"2013-17","mOM","45-49"
"VCT",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,78.5059988134116,NA,"mOM","45-49"
"VEN",2016,"South & Latin America","Indirect",NA,110.394415352786,NA,"mOM","45-49"
"VIR",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,46.3538776538711,NA,"mOM","45-49"
"VNM",2013,"Asia & Pacific","MICS",119.068,140.034118524003,NA,"mOM","45-49"
"VUT",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,158.895075437418,NA,"mOM","45-49"
"WSM",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,123.697074831787,NA,"mOM","45-49"
"YEM",2013,"Arab states","DHS ",445.198,565.513756192046,NA,"mOM","45-49"
"ZAF",2016,"Africa","DHS ",161.1789,196.565280912659,NA,"mOM","45-49"
"ZMB",2013,"Africa","DHS ",543.8837,494.028554282603,"2013-14","mOM","45-49"
"ZWE",2015,"Africa","DHS ",247.769,246.415360571858,NA,"mOM","45-49"
NA,2014,"Africa","MICS ",365.6929,276.124338808382,NA,"mOM","45-49"
NA,2014,"Africa","MICS ",365.6929,22.390787708073,NA,"mOM","45-49"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,19.1897829764784,NA,"mOM","45-49"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,252.859938576131,NA,"mOM","45-49"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,19.1897829764784,NA,"mOM","45-49"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,252.859938576131,NA,"mOM","45-49"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,19.1897829764784,NA,"mOM","45-49"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,252.859938576131,NA,"mOM","45-49"
"ABW",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,19.721228419859,NA,"mU5M","20-44"
"AFG",2011,"Asia & Pacific","MICS",NA,358.922136935555,NA,"mU5M","20-44"
"AGO",2015,"Africa","DHS ",199.8925,402.190181208339,"2015-16","mU5M","20-44"
"ALB",2018,"Europe","DHS ",11.10827,22.0853426963721,NA,"mU5M","20-44"
"ARE",2016,"Arab states","Indirect",NA,11.9243059356906,NA,"mU5M","20-44"
"ARG",2016,"South & Latin America","Indirect",NA,25.6158786642048,NA,"mU5M","20-44"
"ARM",2016,"Europe","DHS ",19.80663,35.3489350611237,NA,"mU5M","20-44"
"ATG",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,14.1711678696836,NA,"mU5M","20-44"
"AUS",2016,"Asia & Pacific","Indirect",NA,4.96227184231805,NA,"mU5M","20-44"
"AUT",2018,"Europe","GGS",NA,3.34463038298931,NA,"mU5M","20-44"
"BDI",2016,"Africa","DHS ",210.8132,269.624839972184,"2016-17","mU5M","20-44"
"BEL",2018,"Europe","GGS",NA,4.34742776702865,NA,"mU5M","20-44"
"BEN",2017,"Africa","DHS ",229.4843,301.055638875727,"2017-18","mU5M","20-44"
"BFA",2010,"Africa","DHS ",338.865,409.262534660036,NA,"mU5M","20-44"
"BGD",2014,"Asia & Pacific","DHS ",149.4273,135.901318640687,NA,"mU5M","20-44"
"BGR",2016,"Europe","Indirect",NA,11.6757746192306,NA,"mU5M","20-44"
"BHR",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,13.0190896598981,NA,"mU5M","20-44"
"BHS",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,13.1886741079559,NA,"mU5M","20-44"
"BIH",2016,"Europe","Indirect",NA,9.19380396967449,NA,"mU5M","20-44"
"BLR",2016,"Europe","Indirect",NA,9.37369941883629,NA,"mU5M","20-44"
"BLZ",2015,"South & Latin America","MICS",NA,46.5068424171726,"2015-16","mU5M","20-44"
"BRB",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,12.7535441398758,NA,"mU5M","20-44"
"BRN",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,11.8836493811625,NA,"mU5M","20-44"
"BTN",2010,"Asia & Pacific","MICS ",NA,169.454310129211,NA,"mU5M","20-44"
"BWA",2016,"Africa","Indirect",NA,105.882071306193,NA,"mU5M","20-44"
"CAF",2010,"Africa","MICS",NA,350.49150128024,NA,"mU5M","20-44"
"CAN",2016,"North America","Indirect ",NA,4.73238396560917,NA,"mU5M","20-44"
"CHE",2016,"Europe","Indirect",NA,3.35641537525675,NA,"mU5M","20-44"
"CHL",2016,"South & Latin America","Indirect",NA,11.5147423456645,NA,"mU5M","20-44"
"CHN",2016,"Asia & Pacific","Indirect",NA,29.1324142207551,NA,"mU5M","20-44"
"CIV",2011,"Africa","DHS ",231.0597,308.574948475268,"2011-12","mU5M","20-44"
"CMR",2011,"Africa","DHS ",258.386,342.192895081799,NA,"mU5M","20-44"
"COD",2013,"Africa","DHS ",257.2782,379.644182614641,"2013-14","mU5M","20-44"
"COG",2011,"Africa","DHS ",175.4228,206.807139476111,"2011-12","mU5M","20-44"
"COL",2015,"South & Latin America","DHS ",33.93834,30.1751474308839,"2015-16","mU5M","20-44"
"COM",2012,"Arab states","DHS ",92.16674,229.116634270083,NA,"mU5M","20-44"
"CPV",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,50.4735793038819,NA,"mU5M","20-44"
"CRI",2016,"South & Latin America","Indirect",NA,16.728963247347,NA,"mU5M","20-44"
"CUB",2014,"South & Latin America","MICS",NA,8.15048993742902,NA,"mU5M","20-44"
"CYP",2016,"Europe","Indirect",NA,5.5258765951553,NA,"mU5M","20-44"
"CZE",2016,"Europe","Indirect",NA,4.01155175493742,NA,"mU5M","20-44"
"DEU",2016,"Europe","Indirect",NA,3.18388981964646,NA,"mU5M","20-44"
"DJI",2016,"Arab states","Indirect",NA,136.989520914208,NA,"mU5M","20-44"
"DNK",2016,"Europe","Indirect",NA,4.36250248467801,NA,"mU5M","20-44"
"DOM",2013,"South & Latin America","DHS ",84.66233,73.2605621286679,NA,"mU5M","20-44"
"DZA",2012,"Arab states","MICS",NA,55.5680977316719,"2012-13","mU5M","20-44"
"ECU",2016,"South & Latin America","Indirect",NA,46.5107511996755,NA,"mU5M","20-44"
"EGY",2014,"Arab states","DHS ",74.75646,85.1283953159919,NA,"mU5M","20-44"
"ERI",2016,"Africa","Indirect",NA,174.368605722259,NA,"mU5M","20-44"
"ESH",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,70.5985618108111,NA,"mU5M","20-44"
"ESP",2016,"Europe","Indirect",NA,2.21432738714292,NA,"mU5M","20-44"
"EST",2016,"Europe","Indirect",NA,7.7258274939797,NA,"mU5M","20-44"
"ETH",2016,"Africa","DHS ",216.6478,249.617020406461,NA,"mU5M","20-44"
"FIN",2016,"Europe","Indirect",NA,3.12604974182593,NA,"mU5M","20-44"
"FJI",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,41.9367038175043,NA,"mU5M","20-44"
"FRA",2016,"Europe","Indirect",NA,4.61738805039555,NA,"mU5M","20-44"
"FSM",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,82.6858446861755,NA,"mU5M","20-44"
"GAB",2012,"Africa","DHS ",123.8096,184.702927375111,NA,"mU5M","20-44"
"GBR",2016,"Europe","Indirect",NA,5.36359083930186,NA,"mU5M","20-44"
"GEO",2016,"Europe","Indirect",NA,29.9542015960802,NA,"mU5M","20-44"
"GHA",2014,"Africa","DHS ",148.6878,184.877673533336,NA,"mU5M","20-44"
"GIN",2012,"Africa","DHS ",296.8574,367.819410179839,NA,"mU5M","20-44"
"GLP",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,9.34985975521139,NA,"mU5M","20-44"
"GMB",2013,"Africa","DHS ",148.8092,270.135722854294,NA,"mU5M","20-44"
"GNB",2016,"Africa","Indirect",NA,298.133257048306,NA,"mU5M","20-44"
"GNQ",2016,"Africa","Indirect",NA,310.658867437995,NA,"mU5M","20-44"
"GRC",2016,"Europe","Indirect",NA,3.26440135319997,NA,"mU5M","20-44"
"GRD",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,20.2952457812193,NA,"mU5M","20-44"
"GTM",2014,"South & Latin America","DHS ",90.65897,107.687230585139,"2014-15","mU5M","20-44"
"GUF",2016,"South & Latin America","Indirect",NA,33.5948924914671,NA,"mU5M","20-44"
"GUM",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,22.9335585685926,NA,"mU5M","20-44"
"GUY",2014,"South & Latin America","MICS",NA,77.0695969855019,NA,"mU5M","20-44"
"HKG",2016,"Asia & Pacific","Indirect",NA,1.36307010736609,NA,"mU5M","20-44"
"HND",2012,"South & Latin America","DHS ",69.4096,100.922985436107,NA,"mU5M","20-44"
"HRV",2016,"Europe","Indirect",NA,5.95498517361181,NA,"mU5M","20-44"
"HTI",2016,"South & Latin America","DHS ",124.8154,164.650948892406,"2016-17","mU5M","20-44"
"HUN",2016,"Europe","Indirect",NA,6.22730009281564,NA,"mU5M","20-44"
"IDN",2017,"Asia & Pacific","DHS ",63.058,56.4898392744869,NA,"mU5M","20-44"
"IND",2015,"Asia & Pacific","DHS ",92.88662,143.811279690272,NA,"mU5M","20-44"
"IRL",2016,"Europe","Indirect",NA,4.38203450270767,NA,"mU5M","20-44"
"IRN",2016,"Asia & Pacific","Indirect",NA,32.2576817750932,NA,"mU5M","20-44"
"IRQ",2011,"Arab states","MICS",NA,110.221859741882,NA,"mU5M","20-44"
"ISL",2016,"Europe","Indirect",NA,3.54313820032614,NA,"mU5M","20-44"
"ISR",2016,"Europe","Indirect",NA,9.43136053921504,NA,"mU5M","20-44"
"ITA",2016,"Europe","Indirect",NA,2.48226730424987,NA,"mU5M","20-44"
"JAM",2016,"South & Latin America","Indirect",NA,29.1522139355464,NA,"mU5M","20-44"
"JOR",2017,"Arab states","DHS ",40.51765,50.0498232420471,NA,"mU5M","20-44"
