"iso","year","region","source","survey","model","year_real","measure","ages"
"NAM",2013,"Africa","DHS ",182.4569,209.555809154521,NA,"mU5M","45-49"
"NCL",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,67.0304270463328,NA,"mU5M","45-49"
"NER",2012,"Africa","DHS ",694.6162,743.064024906786,NA,"mU5M","45-49"
"NGA",2013,"Africa","DHS ",508.7814,573.821085212265,NA,"mU5M","45-49"
"NLD",2016,"Europe","Indirect",6.631231221,11.1657225004967,NA,"mU5M","45-49"
"NOR",2016,"Europe","Indirect",4.612573449,11.8704818384582,NA,"mU5M","45-49"
"NPL",2015,"Asia & Pacific","MICS",73.65364584,359.316901484598,NA,"mU5M","45-49"
"NZL",2016,"Asia & Pacific","Indirect",11.00467655,18.1681138918074,NA,"mU5M","45-49"
"OMN",2016,"Arab states","Indirect",29.88704063,146.352024728851,NA,"mU5M","45-49"
"PAK",2018,"Asia & Pacific","DHS ",325.9114,433.785121853707,NA,"mU5M","45-49"
"PAN",2016,"South & Latin America","Indirect",47.30099131,88.2015376889564,NA,"mU5M","45-49"
"PER",2012,"South & Latin America","DHS ",183.1635,215.844316743302,NA,"mU5M","45-49"
"PHL",2017,"Asia & Pacific","DHS ",88.14033,154.529380717398,NA,"mU5M","45-49"
"PNG",2016,"Asia & Pacific","DHS ",184.1226,279.916712152345,"2016-18","mU5M","45-49"
"POL",2016,"Europe","Indirect",6.527006773,29.2384047572151,NA,"mU5M","45-49"
"PRI",2016,"South & Latin America","Indirect",7.663551688,25.7390310112052,NA,"mU5M","45-49"
"PRK",2016,"Asia & Pacific","Indirect",37.85217028,126.319652083188,NA,"mU5M","45-49"
"PRT",2016,"Europe","Indirect",5.028646039,15.2496975706544,NA,"mU5M","45-49"
"PRY",2016,"South & Latin America","MICS",52.71473659,132.912618786494,NA,"mU5M","45-49"
"PSE",2016,"Arab states","Indirect",82.71382262,189.223973844135,NA,"mU5M","45-49"
"PYF",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,39.8183512070302,NA,"mU5M","45-49"
"QAT",2016,"Arab states","Indirect",14.27610492,62.0171774334576,NA,"mU5M","45-49"
"REU",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,30.6251373215153,NA,"mU5M","45-49"
"ROU",2016,"Europe","Indirect",13.90204441,41.7253088032091,NA,"mU5M","45-49"
"RUS",2016,"Europe","Indirect",14.05300806,35.6997590252393,NA,"mU5M","45-49"
"RWA",2014,"Africa","DHS ",532.4312,591.570432984052,"2014-15","mU5M","45-49"
"SAU",2016,"Arab states","Indirect",20.11630643,129.482185999265,NA,"mU5M","45-49"
"SDN",2014,"Arab states","MICS",280.4784422,427.770917616909,NA,"mU5M","45-49"
"SEN",2017,"Africa","DHS ",348.9512,459.82858683994,NA,"mU5M","45-49"
"SGP",2016,"Asia & Pacific","Indirect",3.239124569,7.10418903428714,NA,"mU5M","45-49"
"SLE",2013,"Africa","DHS ",602.515,550.406856409023,NA,"mU5M","45-49"
"SLV",2014,"South & Latin America","MICS",40.78611541,177.253617192546,NA,"mU5M","45-49"
"SOM",2011,"Arab states","MICS? ",608.6436839,603.139905560983,NA,"mU5M","45-49"
"SRB",2014,"Europe","MICS",9.62135513,44.5201614660213,NA,"mU5M","45-49"
"SSD",2014,"Africa","MICS",406.1372025,566.418628370435,NA,"mU5M","45-49"
"STP",2014,"Africa","MICS",157.3874057,392.217433748223,NA,"mU5M","45-49"
"SUR",2018,"South & Latin America","MICS",35.60439203,109.359404031843,NA,"mU5M","45-49"
"SVK",2016,"Europe","Indirect",8.719622815,24.3089202944345,NA,"mU5M","45-49"
"SVN",2016,"Europe","Indirect",3.78935988,12.9082660891188,NA,"mU5M","45-49"
"SWE",2016,"Europe","Indirect",5.173834936,9.65396544305898,NA,"mU5M","45-49"
"SYC",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,34.6901427183657,NA,"mU5M","45-49"
"SYR",2016,"Asia & Pacific","Indirect",50.52836903,115.816576369035,NA,"mU5M","45-49"
"TCD",2014,"Africa","DHS ",559.3224,590.203086459087,"2014-15","mU5M","45-49"
"TGO",2013,"Africa","DHS ",379.4007,469.837477938252,"2013-14","mU5M","45-49"
"THA",2015,"Asia & Pacific","MICS",15.70858361,50.0789066573377,"2015-16","mU5M","45-49"
"TJK",2017,"Asia & Pacific","DHS ",199.7102,341.784515877686,NA,"mU5M","45-49"
"TKM",2015,"Asia & Pacific","MICS",141.3974006,262.988866333812,"2015-16","mU5M","45-49"
"TLS",2016,"Asia & Pacific","DHS ",187.6999,477.058160814432,NA,"mU5M","45-49"
"TON",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,77.6500899365872,NA,"mU5M","45-49"
"TTO",2011,"South & Latin America","MICS",40.48842588,76.7772022749769,NA,"mU5M","45-49"
"TUN",2011,"Arab states","MICS",38.82372294,135.73290331133,"2011-12","mU5M","45-49"
"TUR",2013,"Europe","DHS ",145.8355,202.395041720207,NA,"mU5M","45-49"
"TWN",2016,"Asia & Pacific","Indirect",5.757231653,14.6342196485308,NA,"mU5M","45-49"
"TZA",2015,"Africa","DHS ",449.1561,443.556604106781,"2015-16","mU5M","45-49"
"UGA",2016,"Africa","DHS ",514.7142,495.191590957152,NA,"mU5M","45-49"
"UKR",2012,"Europe","MICS",16.17236769,33.5349767112578,NA,"mU5M","45-49"
"URY",2016,"South & Latin America","Indirect",21.4635759,46.3234231665407,NA,"mU5M","45-49"
"USA",2013,"North America","NSFG",NA,20.312549999592,"2013-17","mU5M","45-49"
"VCT",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,54.7374576498074,NA,"mU5M","45-49"
"VEN",2016,"South & Latin America","Indirect",55.85305279,74.0822418749754,NA,"mU5M","45-49"
"VIR",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,39.6755576391768,NA,"mU5M","45-49"
"VNM",2013,"Asia & Pacific","MICS",43.24000965,109.458019831998,NA,"mU5M","45-49"
"VUT",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,132.574999160459,NA,"mU5M","45-49"
"WSM",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,103.935560938416,NA,"mU5M","45-49"
"YEM",2013,"Arab states","DHS ",405.1164,516.755650470853,NA,"mU5M","45-49"
"ZAF",2016,"Africa","DHS ",123.5043,146.946242910766,NA,"mU5M","45-49"
"ZMB",2013,"Africa","DHS ",477.2978,446.466778060598,"2013-14","mU5M","45-49"
"ZWE",2015,"Africa","DHS ",184.9663,191.726190660387,NA,"mU5M","45-49"
NA,2014,"Africa","MICS ",199.5700697,215.502303952516,NA,"mU5M","45-49"
NA,2014,"Africa","MICS ",199.5700697,20.0057960425752,NA,"mU5M","45-49"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,17.234879038453,NA,"mU5M","45-49"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,205.327738719921,NA,"mU5M","45-49"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,17.234879038453,NA,"mU5M","45-49"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,205.327738719921,NA,"mU5M","45-49"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,17.234879038453,NA,"mU5M","45-49"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,205.327738719921,NA,"mU5M","45-49"
"ABW",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,17.1586389299188,NA,"mIM","20-44"
"AFG",2011,"Asia & Pacific","MICS",NA,283.778665334467,NA,"mIM","20-44"
"AGO",2015,"Africa","DHS ",149.8557,319.652156140146,"2015-16","mIM","20-44"
"ALB",2018,"Europe","DHS ",9.918098,18.3965703934661,NA,"mIM","20-44"
"ARE",2016,"Arab states","Indirect",NA,10.4213608159379,NA,"mIM","20-44"
"ARG",2016,"South & Latin America","Indirect",NA,22.2845424737834,NA,"mIM","20-44"
"ARM",2016,"Europe","DHS ",17.52411,31.10660079547,NA,"mIM","20-44"
"ATG",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,11.9091611141013,NA,"mIM","20-44"
"AUS",2016,"Asia & Pacific","Indirect",NA,4.2153393982338,NA,"mIM","20-44"
"AUT",2018,"Europe","GGS",NA,2.83894123148946,NA,"mIM","20-44"
"BDI",2016,"Africa","DHS ",153.5764,195.877040837101,"2016-17","mIM","20-44"
"BEL",2018,"Europe","GGS",NA,3.5966540673921,NA,"mIM","20-44"
"BEN",2017,"Africa","DHS ",157.0345,213.936306712537,"2017-18","mIM","20-44"
"BFA",2010,"Africa","DHS ",221.2195,267.639362915822,NA,"mIM","20-44"
"BGD",2014,"Asia & Pacific","DHS ",126.5624,106.211528219208,NA,"mIM","20-44"
"BGR",2016,"Europe","Indirect",NA,9.74845496170071,NA,"mIM","20-44"
"BHR",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,10.458228350825,NA,"mIM","20-44"
"BHS",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,11.2004155149799,NA,"mIM","20-44"
"BIH",2016,"Europe","Indirect",NA,7.99177375667174,NA,"mIM","20-44"
"BLR",2016,"Europe","Indirect",NA,7.68788240093707,NA,"mIM","20-44"
"BLZ",2015,"South & Latin America","MICS",NA,40.2164764547017,"2015-16","mIM","20-44"
"BRB",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,10.7306398446556,NA,"mIM","20-44"
"BRN",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,9.95374731338617,NA,"mIM","20-44"
"BTN",2010,"Asia & Pacific","MICS ",NA,122.108359123566,NA,"mIM","20-44"
"BWA",2016,"Africa","Indirect",NA,80.779500142389,NA,"mIM","20-44"
"CAF",2010,"Africa","MICS",NA,249.491481697945,NA,"mIM","20-44"
"CAN",2016,"North America","Indirect ",NA,4.14684287708334,NA,"mIM","20-44"
"CHE",2016,"Europe","Indirect",NA,2.92828168561917,NA,"mIM","20-44"
"CHL",2016,"South & Latin America","Indirect",NA,9.71356546787374,NA,"mIM","20-44"
"CHN",2016,"Asia & Pacific","Indirect",NA,24.9105729131364,NA,"mIM","20-44"
"CIV",2011,"Africa","DHS ",168.8104,226.426480855168,"2011-12","mIM","20-44"
"CMR",2011,"Africa","DHS ",167.1671,253.492700183532,NA,"mIM","20-44"
"COD",2013,"Africa","DHS ",182.1979,275.397210840839,"2013-14","mIM","20-44"
"COG",2011,"Africa","DHS ",117.088,152.008110608688,"2011-12","mIM","20-44"
"COL",2015,"South & Latin America","DHS ",29.65033,25.9236849260436,"2015-16","mIM","20-44"
"COM",2012,"Arab states","DHS ",75.16098,178.311982900298,NA,"mIM","20-44"
"CPV",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,42.2204806418958,NA,"mIM","20-44"
"CRI",2016,"South & Latin America","Indirect",NA,13.8300775680288,NA,"mIM","20-44"
"CUB",2014,"South & Latin America","MICS",NA,6.4881657474147,NA,"mIM","20-44"
"CYP",2016,"Europe","Indirect",NA,4.71263545772721,NA,"mIM","20-44"
"CZE",2016,"Europe","Indirect",NA,3.3554810871949,NA,"mIM","20-44"
"DEU",2016,"Europe","Indirect",NA,2.68283815263334,NA,"mIM","20-44"
"DJI",2016,"Arab states","Indirect",NA,96.6651010348293,NA,"mIM","20-44"
"DNK",2016,"Europe","Indirect",NA,3.73450592548682,NA,"mIM","20-44"
"DOM",2013,"South & Latin America","DHS ",73.28659,66.6009607935704,NA,"mIM","20-44"
"DZA",2012,"Arab states","MICS",NA,47.240767082346,"2012-13","mIM","20-44"
"ECU",2016,"South & Latin America","Indirect",NA,37.9724852832542,NA,"mIM","20-44"
"EGY",2014,"Arab states","DHS ",64.74968,67.9822444429777,NA,"mIM","20-44"
"ERI",2016,"Africa","Indirect",NA,137.822582019631,NA,"mIM","20-44"
"ESH",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,57.2902543196792,NA,"mIM","20-44"
"ESP",2016,"Europe","Indirect",NA,1.85881321812703,NA,"mIM","20-44"
"EST",2016,"Europe","Indirect",NA,6.32238461451304,NA,"mIM","20-44"
"ETH",2016,"Africa","DHS ",175.6964,181.813920563666,NA,"mIM","20-44"
"FIN",2016,"Europe","Indirect",NA,2.57324895533743,NA,"mIM","20-44"
"FJI",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,35.3787328708223,NA,"mIM","20-44"
"FRA",2016,"Europe","Indirect",NA,3.90334236125852,NA,"mIM","20-44"
"FSM",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,67.6749956517085,NA,"mIM","20-44"
"GAB",2012,"Africa","DHS ",91.11601,138.089934834712,NA,"mIM","20-44"
"GBR",2016,"Europe","Indirect",NA,4.64916453495222,NA,"mIM","20-44"
"GEO",2016,"Europe","Indirect",NA,26.9463580008843,NA,"mIM","20-44"
"GHA",2014,"Africa","DHS ",105.8955,131.917326524014,NA,"mIM","20-44"
"GIN",2012,"Africa","DHS ",209.4996,262.193608543388,NA,"mIM","20-44"
"GLP",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,8.4636528474672,NA,"mIM","20-44"
"GMB",2013,"Africa","DHS ",103.4973,175.719684173993,NA,"mIM","20-44"
"GNB",2016,"Africa","Indirect",NA,220.447961189691,NA,"mIM","20-44"
"GNQ",2016,"Africa","Indirect",NA,230.868524206881,NA,"mIM","20-44"
"GRC",2016,"Europe","Indirect",NA,2.84789725279212,NA,"mIM","20-44"
"GRD",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,18.0444186155212,NA,"mIM","20-44"
"GTM",2014,"South & Latin America","DHS ",74.23802,88.2344353540831,"2014-15","mIM","20-44"
"GUF",2016,"South & Latin America","Indirect",NA,29.4816664391536,NA,"mIM","20-44"
"GUM",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,20.1021402989213,NA,"mIM","20-44"
"GUY",2014,"South & Latin America","MICS",NA,63.095055906086,NA,"mIM","20-44"
"HKG",2016,"Asia & Pacific","Indirect",NA,0.956439330586748,NA,"mIM","20-44"
"HND",2012,"South & Latin America","DHS ",56.83995,74.3150827642153,NA,"mIM","20-44"
"HRV",2016,"Europe","Indirect",NA,5.1755585425131,NA,"mIM","20-44"
"HTI",2016,"South & Latin America","DHS ",93.27999,119.518537903637,"2016-17","mIM","20-44"
"HUN",2016,"Europe","Indirect",NA,5.41447839586939,NA,"mIM","20-44"
"IDN",2017,"Asia & Pacific","DHS ",52.99635,46.4725820461246,NA,"mIM","20-44"
"IND",2015,"Asia & Pacific","DHS ",78.47134,112.607641055511,NA,"mIM","20-44"
"IRL",2016,"Europe","Indirect",NA,3.75639899901753,NA,"mIM","20-44"
"IRN",2016,"Asia & Pacific","Indirect",NA,27.4717124481507,NA,"mIM","20-44"
"IRQ",2011,"Arab states","MICS",NA,91.1554114056282,NA,"mIM","20-44"
"ISL",2016,"Europe","Indirect",NA,2.69688089444764,NA,"mIM","20-44"
"ISR",2016,"Europe","Indirect",NA,7.80047321440546,NA,"mIM","20-44"
"ITA",2016,"Europe","Indirect",NA,2.15445550808213,NA,"mIM","20-44"
"JAM",2016,"South & Latin America","Indirect",NA,25.1415236537584,NA,"mIM","20-44"
"JOR",2017,"Arab states","DHS ",36.69475,43.801557705704,NA,"mIM","20-44"
"JPN",2016,"Asia & Pacific","Indirect",NA,1.65296684290745,NA,"mIM","20-44"
"KAZ",2015,"Asia & Pacific","MICS",NA,44.6575722093641,NA,"mIM","20-44"
"KEN",2014,"Africa","DHS ",102.6673,145.553488533636,NA,"mIM","20-44"
"KGZ",2012,"Asia & Pacific","DHS ",53.54306,80.7150848759072,NA,"mIM","20-44"
"KHM",2014,"Asia & Pacific","DHS ",77.63649,111.973729962333,NA,"mIM","20-44"
"KIR",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,105.344404902777,NA,"mIM","20-44"
"KOR",2016,"Asia & Pacific","Indirect",NA,2.89553093690779,NA,"mIM","20-44"
"KWT",2016,"Arab states","Indirect",NA,13.5755317101482,NA,"mIM","20-44"
"LAO",2017,"Asia & Pacific","MICS",NA,122.45992405304,NA,"mIM","20-44"
"LBN",2016,"Arab states","Indirect",NA,16.6718439477852,NA,"mIM","20-44"
"LBR",2013,"Africa","DHS ",206.3858,256.297794976932,NA,"mIM","20-44"
"LBY",2016,"Arab states","Indirect ",NA,20.1143871939146,NA,"mIM","20-44"
"LCA",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,14.4064637546529,NA,"mIM","20-44"
"LKA",2016,"Asia & Pacific","Indirect",NA,14.4721690390296,NA,"mIM","20-44"
"LSO",2014,"Africa","DHS ",111.2025,113.669544225331,NA,"mIM","20-44"
"LTU",2016,"Europe","Indirect",NA,6.90585985932452,NA,"mIM","20-44"
"LUX",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,2.76351247737661,NA,"mIM","20-44"
"LVA",2016,"Europe","Indirect",NA,7.6696094264696,NA,"mIM","20-44"
"MAC",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,1.61741917419303,NA,"mIM","20-44"
"MDA",2012,"Europe","MICS",NA,21.6297786238487,NA,"mIM","20-44"
"MDG",2018,"Africa","MICS",NA,132.416530726732,NA,"mIM","20-44"
"MDV",2016,"Asia & Pacific","DHS ",29.29899,40.4980556925977,NA,"mIM","20-44"
"MEX",2015,"South & Latin America","MICS",NA,32.9365284076093,NA,"mIM","20-44"
"MKD",2016,"Europe","Indirect",NA,14.345231063965,NA,"mIM","20-44"
"MLI",2012,"Africa","DHS ",176.9719,312.063072774036,"2012-13","mIM","20-44"
"MLT",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,4.2549519012252,NA,"mIM","20-44"
"MMR",2015,"Asia & Pacific","DHS ",90.83479,69.1419521860324,"2015-16","mIM","20-44"
"MNE",2013,"Europe","MICS",NA,13.006427436446,NA,"mIM","20-44"
"MNG",2013,"Asia & Pacific","MICS",NA,65.0968086446606,"2013-14","mIM","20-44"
"MOZ",2011,"Africa","DHS ",209.9337,264.806378280731,NA,"mIM","20-44"
"MRT",2015,"Arab states","MICS",NA,164.41566158574,NA,"mIM","20-44"
"MTQ",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,7.9010552395539,NA,"mIM","20-44"
"MUS",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,13.540229944047,NA,"mIM","20-44"
"MWI",2015,"Africa","DHS ",139.0974,208.286254459118,"2015-16","mIM","20-44"
"MYS",2016,"Asia & Pacific","Indirect",NA,9.65696382204738,NA,"mIM","20-44"
"MYT",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,16.270783936767,NA,"mIM","20-44"
"NAM",2013,"Africa","DHS ",72.49869,85.3283465806008,NA,"mIM","20-44"
"NCL",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,20.1473924708553,NA,"mIM","20-44"
"NER",2012,"Africa","DHS ",246.3832,305.655066590114,NA,"mIM","20-44"
"NGA",2013,"Africa","DHS ",188.1577,257.299317456715,NA,"mIM","20-44"
"NLD",2016,"Europe","Indirect",NA,3.42176632285131,NA,"mIM","20-44"
"NOR",2016,"Europe","Indirect",NA,3.16158052122229,NA,"mIM","20-44"
"NPL",2015,"Asia & Pacific","MICS",NA,110.642620436256,NA,"mIM","20-44"
"NZL",2016,"Asia & Pacific","Indirect",NA,5.50346428723137,NA,"mIM","20-44"
"OMN",2016,"Arab states","Indirect",NA,27.0010626952202,NA,"mIM","20-44"
"PAK",2018,"Asia & Pacific","DHS ",158.3765,175.050484286797,NA,"mIM","20-44"
"PAN",2016,"South & Latin America","Indirect",NA,33.0670188465935,NA,"mIM","20-44"
"PER",2012,"South & Latin America","DHS ",50.31155,50.3399466412815,NA,"mIM","20-44"
"PHL",2017,"Asia & Pacific","DHS ",38.84256,50.8833107840715,NA,"mIM","20-44"
"PNG",2016,"Asia & Pacific","DHS ",81.43938,117.252071518897,"2016-18","mIM","20-44"
"POL",2016,"Europe","Indirect",NA,5.92863037089831,NA,"mIM","20-44"
"PRI",2016,"South & Latin America","Indirect",NA,8.71741943779946,NA,"mIM","20-44"
"PRK",2016,"Asia & Pacific","Indirect",NA,33.8340697994443,NA,"mIM","20-44"
"PRT",2016,"Europe","Indirect",NA,2.90043148173543,NA,"mIM","20-44"
"PRY",2016,"South & Latin America","MICS",NA,45.3550030101768,NA,"mIM","20-44"
"PSE",2016,"Arab states","Indirect",NA,68.1361793630258,NA,"mIM","20-44"
"PYF",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,11.2777986731573,NA,"mIM","20-44"
"QAT",2016,"Arab states","Indirect",NA,14.1404763834502,NA,"mIM","20-44"
"REU",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,8.2038007036744,NA,"mIM","20-44"
"ROU",2016,"Europe","Indirect",NA,12.1880299048547,NA,"mIM","20-44"
"RUS",2016,"Europe","Indirect",NA,12.1175839942002,NA,"mIM","20-44"
"RWA",2014,"Africa","DHS ",119.6874,183.442288342957,"2014-15","mIM","20-44"
"SAU",2016,"Arab states","Indirect",NA,25.9655280307779,NA,"mIM","20-44"
"SDN",2014,"Arab states","MICS",NA,159.518543555335,NA,"mIM","20-44"
"SEN",2017,"Africa","DHS ",109.0029,131.886672209881,NA,"mIM","20-44"
"SGP",2016,"Asia & Pacific","Indirect",NA,1.44001451613129,NA,"mIM","20-44"
"SLE",2013,"Africa","DHS ",273.3107,294.376332486014,NA,"mIM","20-44"
"SLV",2014,"South & Latin America","MICS",NA,43.8569607445678,NA,"mIM","20-44"
"SOM",2011,"Arab states","MICS? ",NA,291.585211987419,NA,"mIM","20-44"
"SRB",2014,"Europe","MICS",NA,11.4555873176241,NA,"mIM","20-44"
"SSD",2014,"Africa","MICS",NA,238.588560362824,NA,"mIM","20-44"
"STP",2014,"Africa","MICS",NA,151.248547898731,NA,"mIM","20-44"
"SUR",2018,"South & Latin America","MICS",NA,42.367039429527,NA,"mIM","20-44"
"SVK",2016,"Europe","Indirect",NA,5.91222676025691,NA,"mIM","20-44"
"SVN",2016,"Europe","Indirect",NA,2.81687811867131,NA,"mIM","20-44"
"SWE",2016,"Europe","Indirect",NA,2.64334929644439,NA,"mIM","20-44"
"SYC",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,16.9856582634299,NA,"mIM","20-44"
"SYR",2016,"Asia & Pacific","Indirect",NA,38.4270211185973,NA,"mIM","20-44"
